video_id,title,channel_title,publish_time,category_id,country,duration,views,likes,comments
xMgXnpNB9JQ,"Chiếc Lá Mùa Đông, Nụ Hôn Và Nước Mắt... - Nhạc Trẻ Ballad Tâm Trạng Hot TikTok TRIỆU VIEW",Playlist Nhẹ Nhàng,2026-01-13T10:16:49Z,22,VN,PT1H18M30S,140857,428,11
gGXOVl1_JAE,GIẢI CỎ ZO CÁC EM,Vũ Mạnh Cường,2026-01-16T17:29:38Z,20,VN,PT3H26M18S,138176,2146,103
hA7T3NGKLbM,LK 238 Bài Ca Nhạc Trữ Tình BOLERO ĐẶC BIỆT HAY➤SAY ĐẮM VẠN CON TIM - TOÀN BÀI CỰC ÊM TAI,KHÁNH LY BOLERO,2026-01-11T09:30:33Z,10,VN,PT2H29M22S,136419,0,6
nfrdAm30ZNo,LPL Tiếng Việt: BLG vs AL | JDG vs IG | LPL 2026 Split 1,BLV Vi Hồ,2026-01-17T15:24:21Z,20,VN,PT5H57M10S,135224,1294,3
bB6Y5Pua08w,K1 “Dùng Thử Nhân Vật MORSE Tàn Hình Leo Top 1 M590 VN Chuỗi 999” Bất Ngờ Bị Sự Cố Ban Acc Vì Quá Ảo,K1 Gaming,2026-01-17T11:46:46Z,20,VN,PT24M11S,135188,1353,306
NbBD8w0zhlQ,DUYÊN THẮM TRẦU CAU | TÔN CÁT TƯỜNG x KIM HẠNH | COVER HANA CẨM TIÊN,Hana Cẩm Tiên Official,2026-01-11T12:00:11Z,10,VN,PT3M38S,135137,1585,84
ensir4oP4tQ,JayGray 3:00 Sáng Đào Ngôi Mộ Cậu Bé 67💀👋Tạm Biệt SCP-067 Trong Minecraft,JayGrayVN,2026-01-16T13:17:26Z,20,VN,PT14M26S,133795,2163,523
1FR6MECjRVU,Nhạc Tết Chill 2026 - Tết Bình An - Một Năm Cũ Đã Qua - Nhạc Xuân Chill Nghe Là Muốn Về Nhà,CaoTri Official ,2026-01-14T23:00:04Z,10,VN,PT1H7M38S,133571,680,38
jyvRzZWyVpo,Những Ngày Thanh Xuân - HuyR ft Jun Phạm,HuyR,2026-01-16T11:28:47Z,10,VN,PT4M29S,132316,3172,485
-b8HYnwaiB4,NABEE EM BÉ MÈO GIÚP ĐỠ ĐƯỢC TÔ GÀ NHẬN NUÔI TRONG MINECRAFT*NABEE MÈO GIÚP ĐỠ 🐱❤️,Nabee,2026-01-17T10:00:00Z,20,VN,PT13M20S,132051,925,70
r_kefAftC8M,Dương Domic - Không Ngừng Suy Nghĩ (Official Visualizer),Dương Domic,2026-01-18T12:00:17Z,24,VN,PT3M39S,130124,12081,1382
bU27KP-nUsI,Tóm Tắt 100 Ngày || Five Nights at Freddy's - Khám Phá Nơi Kinh Hoàng Và Giải Cứu Em Gái,Lulu,2026-01-16T09:30:23Z,20,VN,PT47M39S,128184,393,14
3tmtxONx9xk,OANH TẠ X TRIỆU MUZIK | NHẠC NGHE TRÊN XE VOL 3 | TRACK LIST THIỆP HỒNG SAI TÊN |  COVER Hot Tiktok,Oanh Tạ official ,2026-01-16T08:34:53Z,10,VN,PT1H8M3S,127065,958,115
-MgWmUOykAg,#109Bài TUYỆT PHẨM Trữ Tình Bolero Sến Xưa Thu Hút CẢ XÓM PHÊ -LK Nhạc Vàng Xưa Ngọt Ngào CỰC ÊM TAI,Nhạc Sến Cực Hay,2026-01-14T22:30:11Z,22,VN,PT2H49M,126908,1651,20
3E1sGHMcNpQ,Đây Mới Là Nhạc Trữ Tình Bolero CỰC ÊM TAI Ru Ngủ Về Đêm-LK Nhạc Sống Thôn Quê Chọn Lọc Đặc Biệt Hay,Huyền My Bolero,2026-01-16T22:02:00Z,10,VN,PT2H26M2S,126786,1636,67
83NY5elyU4E,[BloxFruit] Trúng Trái Nào Phải Xài Trái Đó Từ Lv1 Hành Trình Siuuu Nhân Phẩm,DANMOMO YT,2026-01-19T09:37:39Z,22,VN,PT17M58S,123294,4153,1325
4gBpkBl2AUI,"Câu Chuyện Đầu Năm, Mùa Xuân Cưới Em - LK Nhạc Sống Dân Ca Miền Tây Vừa Ra Lò Đậm Tình Quê Hương",Giai Điệu Miền Tây,2026-01-12T11:13:54Z,22,VN,PT1H14M31S,122013,1563,13
flyeosKgspQ,Mình Trở Thành Siêu Trộm Chạy Trốn Bắt Brainrot Siu Xịn Trong Escape Tsunami For Brainrots,DanMomo Roblox,2026-01-17T10:20:22Z,22,VN,PT16M52S,118344,1103,85
iim8Ur8-EuA,THIỆP HỒNG SAI TÊN REMIX (Bản Hot TikTok) - Em Viết Thiệp Hồng Tên Em Thì Đúng Remix Hot Trend 2026,Nhạc Sàn Remix,2026-01-14T07:48:43Z,10,VN,PT32M43S,118267,0,11
726tn1NpFwc,GAME CỘNG ĐỒNG VIỆT NAM TOÀN BOY PHỐ TRONG ROBLOX | HÀ NỘI CITY,RAVG,2026-01-18T03:00:20Z,20,VN,PT12M53S,115803,645,27
u8I2JPnMMHw,MINI GAME : CUỘC THI CHẠY ĐUA NÂNG CẤP CÚP MẠNH NHẤT ** NOOB CÓ 3.000.000 SỨC MẠNH PHÁ HỦY BỨC TƯỜNG,T Gaming,2026-01-17T04:30:43Z,20,VN,PT48M41S,115656,2386,101
TS04y03CEsI,Mở Lòng Vì Ai (Thazh x Đông Remix) - Inso Cover ♫ Em Một Lòng Vì Anh Nhưng Anh Mở Lòng Vì Ai Remix,Air Remix,2026-01-10T10:59:54Z,10,VN,PT3M28S,115152,0,39
ULmVjDc34Q8,NHẠC TREND TIKTOK REMIX 2025 | NONSTOP VIỆT MIX 2025 BASS CỰC MẠNH | NHẠC TRẺ REMIX HAY NHẤT 2025,Việt Mix TV,2026-01-15T09:32:36Z,10,VN,PT1H8M46S,112579,0,39
1gtH4Tbae6E,ĐI LẠC VÀO VÙNG ĐẤT TUYẾT BẮC CỰC Phát Hiện KHỦNG LONG ĐẦU NGƯỜI REAL vs KHỦNG LONG ĐẦU NGƯỜI FAKE,GMi Gaming,2026-01-16T10:38:00Z,20,VN,PT22M39S,110406,390,16
Vv6dcBbF1DQ,Vở Kịch Của Em - Hồ Phong An | Ca Sĩ Giấu Mặt Cover ♫ Bản Chuẩn Hot TikTok,Tiệm Nhạc Việt,2026-01-09T11:00:56Z,10,VN,PT4M30S,108830,417,18
taLOwvLFGnQ,TÔI XẾP HẠNG SỨC MẠNH CÁC NHÂN VẬT Trong CÂU CÁ VẠN CÂN | TIỂU CƯỜNG,Tiểu Cường Roblox,2026-01-18T03:39:09Z,20,VN,PT9M54S,107982,904,311
uLZAeTcqHOg,17/01/2026 | RRQ MidFeed | lam het suc minh,MIDFEED TFT,2026-01-17T15:22:17Z,20,VN,PT5H16M6S,106823,1218,8
9FBBwEsMnNY,"Hắn Spam Aphelios Ở Rank 2000Đ, Đây là Cách Chơi!",Tiger1 TFT,2026-01-18T04:30:10Z,20,VN,PT31M40S,105775,1452,146
X-akF8Xy6T4,Nhường Lại Nỗi Đau Remix (Bản Chuẩn Tiktok) - Người Ta Có Gì Hơn Em Khiến Chàng Si Mê...,ACV Entertainment,2026-01-14T10:20:25Z,10,VN,PT4M5S,105761,450,15
EP05S_7xLRM,TRẬN ĐẤU NHIỀU CUP CKTG NHẤT 2026! | HLE vs T1 | LCK CUP 2026 | Hoàng Luân Co-stream,Hoàng Luân,2026-01-17T05:00:12Z,20,VN,PT1H26M11S,104217,1277,87
dc3VkKPdk88,TAMA -  NGƯỜI KHÔNG CÓ TRONG AN BÀI | OFFICIAL LYRICS VIDEO,TAMA,2026-01-08T12:00:06Z,10,VN,PT4M17S,103695,966,187
N1vFU_ggQk4,KHANGG TRỐN THOÁT KHỎI BẪY GỖ GIẢI CỨU BRAINROT 100B/S TRONG ROBLOX,Khủng Long Xanh,2026-01-17T02:03:47Z,20,VN,PT25M10S,102685,605,34
X0mWUsLmRwU,Nhạc Vàng Sến Xưa Vừa Ra Lò CỰC KỲ HAY - LK BOLERO Trữ Tình Mới Nhất 2026 SAY ĐẮM TRIỆU NGƯỜI NGHE,Bolero Phố Cũ,2026-01-12T23:41:14Z,10,VN,PT2H26M42S,102141,3921,10
3ufUU5GuESU,Trận đại chiến với các SCP.,Phi Ago Game,2026-01-19T11:09:21Z,20,VN,PT21M35S,101117,607,38
lQcfOVnzmgs,Sầu Thương (feat. Ca sĩ Nam Sầu Thương),Nhạc sĩ Việt Nhân - Topic,2026-01-09T09:02:38Z,10,VN,PT5M15S,100466,195,1
z9bJgv-Y7yw,Nhạc Không Lời Buổi Sáng Mới Nhất Cực Đỉnh | Hòa Tấu Rumba Guitar | Nhạc Cafe Buổi Sáng,Nhạc Sống VN365,2026-01-13T22:00:06Z,10,VN,PT2H23M11S,96880,0,9
G6LpuSJqNfU,Những diễn biến hấp dẫn nhất của Liên quân tại SEA Games 33,Người Chơi Điện Tử,2026-01-15T12:00:27Z,20,VN,PT26M34S,95126,2081,107
2Agx7YSnPRc,Check var giải tí rồi leo rank,TRÂU TFT,2026-01-18T02:18:09Z,20,VN,PT10H37M16S,94983,1143,0
VMzip7mWc84,TẬP THỂ DỤC TẠM BIỆT 2025 CÙNG HK15 AND WORKOUT,Long Áo Đen,2026-01-18T05:00:37Z,20,VN,PT18M40S,94800,4031,86
1GzN6aLVChM,ĐỪNG SOI MÓI HÀNG XÓM VÀO 3H SÁNG (BAN NGÀY CŨNG KHÔNG NÊN) | 2 GAME KINH DỊ,Duy Lê,2026-01-18T05:48:18Z,20,VN,PT25M28S,94712,2944,92
qyqmKNsTgeY,Tôi đã thu thập Cừu Hiếm Nhất trong Minecraft Hardcore,BIG Shark- Official,2026-01-17T12:47:09Z,20,VN,PT29M,94250,3435,325
WmypLq-HVLs,Tuyển Tập Nhạc Tết Bính Ngọ 2026 - Tết Này Con Sẽ Về - Nhạc Xuân Chill Nghe Là Muốn Về Nhà,Em Suy,2026-01-15T02:00:39Z,10,VN,PT1H32M16S,93565,206,39
mnJIG174Yms,MÃN NHÃN VỚI MÀN TRÌNH DIỄN LEESIN FARM VƯỢT THỜI GIAN CỦA SOFM GÁNH 3 LANE GẶP KHÓ LẬT KÈO CỰC ÁC,Văn Tùng,2026-01-18T04:08:59Z,20,VN,PT34M27S,90021,979,115
qT6KxEGM5-M,Kế Hoạch Vượt Ngục Của Anh Đen Xì Xì Và Thế Giới Minecraft Bất Ổn Của Hoàng ACC 🤣 Siêu Hài Hước,Hoàng ACC,2026-01-17T23:05:00Z,20,VN,PT21M7S,89844,262,7
0f_XszLR-Jc,🔥 MOCHIII Bùng Nổ Sân Khấu KING GOLD BEER Với Màn Trình Diễn THIỆP HỒNG SAI TÊN REMIX Cực Cuốn 🔥,Mochiii Official,2026-01-16T12:30:02Z,10,VN,PT4M45S,89466,693,54
ci53OFubE2s,Tôi Bị Ép Phải Chặt Cây HÀNG TRIỆU LẦN,Su Đờn,2026-01-17T12:01:09Z,20,VN,PT27M3S,89384,947,58
lZwrICfeByI,Nhạc Chill 2026 - BXH Nhạc Chill TikTok Triệu View Hay Nhất Hiện Nay - Nhạc Lofi Chill Buồn TikTok,Air Lofi Chill,2026-01-16T23:00:00Z,10,VN,PT1H11M39S,89286,0,21
jGF_059p9Ok,Nhạc Chill TikTok - Nhạc Lofi Buồn Hot Nhất Hiện Nay - Những Bản Nhạc Lofi Chill Nhẹ Nhàng,Anten.,2026-01-16T11:01:30Z,10,VN,PT45M10S,88598,0,28
MMJpytzWs1M,Giả Làm Con Gái 24H Để Cướp BRAINROT Bí Mật Trong Steal A Brainrot,Minh MG Roblox,2026-01-18T04:30:31Z,20,VN,PT22M1S,87859,214,8
-gs7toxDdMk,Nhạc Trẻ Ballad Việt Hay Nhất 2026 | Lk Nhạc Trẻ Mới Gây Nghiện | Nhạc Việt Hot Nhất Hiện Nay,Miu Music,2026-01-16T00:57:17Z,22,VN,PT1H9M25S,81246,3053,4
saVQ-oOMgvk,RAP VỀ CẦU THỦ NGUYỄN ĐÌNH BẮC ( U23 VIỆT NAM ) - MẠNH HAKYNO #manhhakyno,Mạnh Hakyno,2026-01-17T13:00:11Z,10,VN,PT2M5S,79851,1019,46
Pdq6v6KdhdM,NHẠC TẾT CĂNG NHẤT 2026 - NHẠC ĐÓN TẾT 2026 HAY NHẤT | NHẠC REMIX CHÀO XUÂN BÍNH NGỌ 2026 HAY NHẤT,RIN Vinahouse,2026-01-17T00:00:34Z,10,VN,PT1H32M8S,78398,448,23
qbCtNikXQcY,Trực Tiếp | AOE Việt Trung 2025 | 3v3 Shang | Chung Kết | Team Chim Sẻ vs Team U98 | Ngày 18/01/2026,ChimSeDiNang AOE,2026-01-18T16:53:41Z,20,VN,PT2H45M9S,78243,448,0
BieLsOZdWro,TẠI SAO STREAMER SỐ 1 THẾ GIỚI NÀY BỊ SỤP ĐỔ - NINJA,Bee Khám Phá,2026-01-18T09:34:27Z,24,VN,PT16M58S,77955,1156,83
zScalKdNYIg,"[LIVE MIX] - NHẠC NGHE TRÊN XE VOL 11 - LƯỚT SÓNG ĐẠP MÂY | DJ TRIỆU MUZIK, OANH TẠ, HẠ AN, LYNDA",DJ Triệu Muzik Official,2026-01-17T12:00:07Z,10,VN,PT1H6M18S,75277,578,56
796_umZm6SM,Nhạc Trẻ Ballad Triệu View 2026 | Playlist Ballad & Acoustic Buồn Nghe Là Khóc| Mình Là Người Yêu Cũ,LA Ballad Acoustic,2026-01-14T23:05:01Z,22,VN,PT2H13M34S,70667,1661,10
RIbIhm-s7nI,Cách em 1 milimet (OST CÁCH EM 1 MILIMET),Mủn Gỗ - Topic,2026-01-15T11:08:33Z,10,VN,PT4M37S,70293,492,23
wHW8BS-AirM,Graves Chí Mạng Được Buff Sức Mạnh Và Cách Sally Hủy Diệt Đối Thủ Với 2 Bắn 1 Mạng Siêu Lỗi Damage,Văn Tùng Siêu Cấp Trung,2026-01-17T11:58:17Z,20,VN,PT27M58S,67805,909,47
vo-0P9-SBJA,🔴BFX.Y vs HLE.C | Ngày 5 LCK CL 2026 | Bình Luận Tiếng Việt,SAN LPL VN 2,2026-01-19T12:06:00Z,20,VN,PT7H7M13S,67393,250,0
gsemFOSokOA,Nhạc Trẻ Ballad Hot Nhất 2026 | Top 15 Ca Khúc Về Nỗi Đau Tình Yêu Hot Trend | Có Mình Và Ta,Em Gái Thích Ballad,2026-01-16T00:00:05Z,10,VN,PT2H19M2S,64096,3575,29
aWkAex8_3_s,Trộm Vía,Vũ Thuỳ Linh - Topic,2026-01-08T10:04:45Z,10,VN,PT3M54S,63424,453,0
kLjoX7Y4M38,Đường Tím Bằng Lăng Karaoke Song Ca Nhạc Sống Siêu Hay | Trọng Hiếu,Hiếu Organ,2026-01-18T01:00:58Z,10,VN,PT5M19S,60960,0,6
KIOtA7JMQ9I,"ĐÊM NHẠC CẶP ĐÔI 2026 Hoa Nở Về Đêm 🔥 HUỲNH THẬT, THU HƯỜNG Song Ca NHIỀU BÀI HÁT Quen Thuộc",Huỳnh Thật Music,2026-01-17T10:00:50Z,22,VN,PT1H11M56S,58027,463,44
ALUw0wK0eU8,Karaoke Thiệp Hồng Sai Tên Tone Nữ ( Beat Mới 2026 ) Karaoke Thanh Duy,Thanh Duy Organ,2026-01-17T01:00:11Z,10,VN,PT5M42S,54853,131,3
qPJXo1xTWiI,Thiệp Hồng Sai Tên - Nhạc Trẻ Ballad Hot Trend 2025 ♫Top 20 Ca Khúc Nghe Day Dứt Về Nỗi Đau Tình Yêu,TD Music,2026-01-17T23:19:28Z,10,VN,PT2H22M8S,54201,114,5
kvcTMRf3Nss,VUX MỘT ĐÊM ĐẤU ĐỈNH CAO 1739 ĐIỂM GẶP TOÀN TOP SEVER THÁCH ĐẤU CỰC CĂNG,VuxGaming,2026-01-19T09:20:45Z,20,VN,PT21M36S,53360,807,36
0-32AXL_QjI,"Em viết thiệp hồng tên em thì đúng, nhưng tại sao sai tên anh... THIỆP HỒNG SAI TÊN | NGUYỄN ĐÌNH VŨ",Nguyễn Đình Vũ Official,2026-01-16T13:08:24Z,10,VN,PT3M41S,49972,278,39
eUNCN2JeR28,Mở Nhạc To Đón Tết 2026 🧧 Ngày Xuân Long Phụng Sum Vầy Remix - Lk Nhạc Tết EDM Tiktok Hay Nhất,BOSS EDM,2026-01-15T08:20:34Z,10,VN,PT1H18M23S,47487,3964,13
59gV-ibOqeo,APAC Ngay 3,Ngọc 6 Múi TFT,2026-01-18T17:33:26Z,20,VN,PT1H20M23S,46352,738,3
4dJEwUSqiOg,"THƯƠNG LY BIỆT, TUYỆT DUYÊN - ALBUM RUMBA XUẤT SẮC NHẤT 2026 - NGÂN NGÂN COVER CỰC HÓT",Rumba Nhạc Trẻ,2026-01-14T23:30:40Z,10,VN,PT1H24M43S,45062,1516,10
7xNWIg6mKtY,Liên Khúc Nhạc Xuân Mới Nhất 2026 - MÙA XUÂN XÔN XAO - Nhạc Tết Nhiều Ca Sĩ Hay Nhất Không Quảng Cáo,TG Trữ Tình,2026-01-17T14:47:31Z,10,VN,PT56M39S,42320,1004,7
BZEJQsYs5zQ,LK Cha Cha Nhạc Xuân Xưa Hay Nhất - Nhạc Tết Rộn Ràng Mở To Cả Xóm Cùng Nghe Đón Tết,Tuyết Nhi Record,2026-01-16T22:30:02Z,10,VN,PT1H51S,40915,678,9
5lPU2POoCqc,Chợ Mới 3 - Karaoke Vọng cổ Song Ca - Tác giả: Nguyễn Chung - Thanh Đạm,Hoài Nam,2026-01-17T04:43:08Z,10,VN,PT9M,40001,225,8
VsXKLllNbF8,"Nhạc Không Lời Buổi Sáng Đẳng Cấp Thư Giãn | Hòa Tấu Guitar Cổ Điển, Nhạc Cho Phòng Trà, Quán Cafe",Nhạc Phòng Trà ,2026-01-17T23:03:28Z,10,VN,PT2H14M39S,38158,1731,14
W2YYqoupM1c,"Tiết mục Top ca ""Đám Cưới Hồng Loan, Anh Hải"" quá xuất sắc",Lens Sân Khấu,2026-01-18T05:30:14Z,10,VN,PT4M9S,37531,1223,68
XdIqoEbljMk,CÓ ĐÔI ĐIỀU - Tân Binh Thăng Cấp | Tiết mục chung kết Tân Binh Toàn Năng 2025,YEAH1 MUSIC,2026-01-18T04:30:11Z,10,VN,PT5M10S,31468,1866,156
gsme12RDKkY,Tìm Em Câu Ví Sông Lam Karaoke Tone Nam Mới Nhất | Nhạc Sống Thanh Ngân,Karaoke Nhạc Sống Thanh Ngân,2026-01-17T12:01:17Z,10,VN,PT6M30S,30376,1638,1
XYqg5F_TEfc,Nhạc Phật - LK Nhạc Phật Hay Nhất 2025 #NHẠC MÙNG 1/12 - Nghe Bồ Tát Che Chở Bình An May Mắn Cả Năm,Thương Quá Việt Nam,2026-01-18T22:00:06Z,10,VN,PT4H36M51S,24115,1611,27
